NODE_UID,NODE_REF,X,Y,TIER,NODE_KIND,INLET_DEG,INLET_EDGE,OUT_EDGE,N_IN,BAND,REMEDY
N0044011,P0-L-MH44011,453777.865,2574708.709,lateral,junction,89.59,E0043857,E0043269,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0019147,P0-M-MH19147,451719.273,2569572.449,main,junction,89.59,E0019961,E0018405,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044378,P0-L-MH44378,448121.309,2567851.471,lateral,junction,89.59,E0044182,E0043636,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025336,P0-L-MH25336,450222.07,2568535.128,lateral,chamber,89.6,E0024593,E0024594,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022488,P0-L-MH22488,459895.955,2569949.914,lateral,chamber,89.6,E0021745,E0021746,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038171,P0-L-MH38171,453554.24,2569993.664,lateral,chamber,89.61,E0037428,E0037429,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032676,P0-L-MH32676,460664.009,2570455.585,lateral,junction,89.61,E0033527,E0031934,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043815,P0-L-MH43815,462097.369,2571172.723,lateral,chamber,89.61,E0043072,E0043073,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015621,P0-L-MH15621,446053.073,2566906.723,lateral,junction,89.61,E0016514,E0014879,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049439,P0-L-MH49439,441918.285,2569958.405,lateral,junction,89.61,E0048797,E0048697,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033917,P0-L-MH33917,451538.034,2569200.648,lateral,junction,89.61,E0034650,E0033175,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045838,P0-L-MH45838,448539.043,2565859.873,lateral,junction,89.62,E0045518,E0045096,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035597,P0-SM-MH35597,454791.618,2571329.544,sub main,junction,89.62,E0036308,E0034855,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022362,P0-L-MH22362,459226.739,2569668.649,lateral,junction,89.62,E0023405,E0021620,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040346,P0-L-MH40346,450635.191,2569151.966,lateral,junction,89.62,E0040542,E0039604,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038567,P0-L-MH38567,457521.818,2570013.383,lateral,chamber,89.62,E0037824,E0037825,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0046914,P0-M-MH46914,448622.485,2565565.198,main,junction,89.62,E0046433,E0046172,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027786,P0-SM-MH27786,448529.751,2569991.733,sub main,junction,89.63,E0028498,E0027044,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040738,P0-L-MH40738,460368.181,2571286.528,lateral,junction,89.63,E0040890,E0039996,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006152,P0-SM-MH6152,456149.351,2576717.134,sub main,junction,89.63,E0008032,E0005410,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049727,P0-L-MH49727,440282.0,2571258.563,lateral,chamber,89.63,E0048984,E0048985,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0029053,P0-L-MH29053,453631.477,2568715.602,lateral,chamber,89.63,E0028310,E0028311,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014096,P0-M-MH14096,459536.28,2568398.942,main,junction,89.63,E0015093,E0013354,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033852,P0-M-MH33852,454063.828,2569299.104,main,junction,89.63,E0034548,E0033110,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038581,P0-M-MH38581,451639.44,2571479.583,main,junction,89.64,E0038991,E0037839,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045301,P0-M-MH45301,448338.6,2565832.674,main,junction,89.64,E0045097,E0044559,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0000563,P0-L-MH0563,459077.841,2567985.435,lateral,chamber,89.64,E0000511,E0000512,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042715,P0-L-MH42715,445150.769,2572403.888,lateral,junction,89.64,E0042692,E0041973,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015816,P0-M-MH15816,459771.179,2568304.797,main,junction,89.64,E0016684,E0015074,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038439,P0-L-MH38439,461699.825,2570597.934,lateral,junction,89.64,E0038881,E0037697,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023125,P0-L-MH23125,447227.283,2572248.76,lateral,junction,89.64,E0024203,E0022383,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040757,P0-L-MH40757,444873.116,2559910.054,lateral,junction,89.64,E0040924,E0040015,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038319,P0-M-MH38319,461588.046,2569700.485,main,junction,89.65,E0038746,E0037577,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023105,P0-L-MH23105,447048.821,2572046.104,lateral,junction,89.65,E0024202,E0022363,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013848,P0-L-MH13848,450824.509,2567550.073,lateral,chamber,89.65,E0014766,E0013106,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031654,P0-M-MH31654,449988.604,2566451.62,main,junction,89.65,E0032519,E0030912,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035557,P0-L-MH35557,454524.523,2571353.072,lateral,junction,89.65,E0036285,E0034815,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022493,P0-L-MH22493,459879.614,2569674.589,lateral,chamber,89.65,E0021750,E0021751,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020418,P0-M-MH20418,450760.662,2569694.503,main,junction,89.65,E0021348,E0019676,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034381,P0-L-MH34381,459179.123,2571249.652,lateral,chamber,89.66,E0033638,E0033639,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027509,P0-M-MH27509,453513.559,2568531.369,main,junction,89.66,E0028234,E0026767,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036860,P0-L-MH36860,444748.803,2564829.278,lateral,junction,89.66,E0037369,E0036118,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030965,P0-SM-MH30965,461542.788,2569189.566,sub main,junction,89.66,E0031864,E0030223,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043109,P0-L-MH43109,453823.332,2570881.871,lateral,chamber,89.66,E0042366,E0042367,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028973,P0-L-MH28973,453303.401,2568664.175,lateral,junction,89.66,E0029983,E0028231,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041554,P0-L-MH41554,453926.574,2570257.084,lateral,chamber,89.66,E0040811,E0040812,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049894,P0-L-MH49894,439259.004,2572377.469,lateral,junction,89.66,E0049208,E0049152,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030706,P0-L-MH30706,453229.143,2568711.101,lateral,chamber,89.66,E0029963,E0029964,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0046588,P0-L-MH46588,448776.606,2567529.027,lateral,junction,89.66,E0046167,E0045846,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049735,P0-L-MH49735,440097.541,2571285.608,lateral,chamber,89.66,E0048992,E0048993,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033239,P0-M-MH33239,447858.874,2571398.677,main,junction,89.67,E0034063,E0032497,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0029232,P0-M-MH29232,464747.634,2577317.2,main,junction,89.67,E0030105,E0028490,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035821,P0-L-MH35821,446162.961,2560731.61,lateral,chamber,89.67,E0035078,E0035079,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035419,P0-M-MH35419,451340.868,2569506.207,main,junction,89.68,E0036132,E0034677,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020669,P0-SM-MH20669,459152.079,2577327.968,sub main,junction,89.68,E0021690,E0019927,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039498,P0-L-MH39498,461985.718,2569976.78,lateral,chamber,89.68,E0038755,E0038756,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036656,P0-M-MH36656,447684.823,2563903.946,main,junction,89.69,E0037222,E0035914,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
