CH_REQ,REACH,STATION_M,X,Y,N_PLOTS,Q_ADF_M3D,MAX_LEG_M,OFFSET_MED_M,WHY,ROW_QUESTION
R00544,E0037423,26.41,462887.691,2570354.295,1,1.08,42.45,44.95,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00545,E0037423,48.91,462868.883,2570366.647,1,1.08,41.96,44.46,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 44 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00546,E0037440,36.5,461996.778,2568427.455,1,1.08,43.66,46.16,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00547,E0037440,56.5,462013.279,2568416.153,1,1.08,43.64,46.14,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00548,E0037440,76.5,462029.78,2568404.851,1,1.08,43.62,46.12,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00549,E0037449,10.25,462609.862,2568535.629,1,1.08,43.23,45.73,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00550,E0037450,15.25,462573.06,2568482.05,1,1.08,43.25,45.75,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00551,E0037538,51.09,440204.942,2571361.997,1,1.08,39.28,41.78,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 42 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00552,E0037584,26.32,456146.136,2576244.635,1,1.08,41.29,43.79,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 44 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00553,E0037589,28.88,457120.847,2576547.067,1,1.08,35.88,38.38,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 38 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00554,E0037589,68.88,457086.138,2576527.185,1,1.08,35.93,38.43,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 38 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00555,E0037601,34.97,455796.482,2576114.981,1,1.08,32.59,35.09,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 35 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00556,E0037649,53.08,461376.838,2571268.055,1,1.08,42.55,45.05,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00557,E0037693,32.68,462493.782,2568329.656,1,1.08,42.01,44.51,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00558,E0037694,17.68,462440.307,2568366.609,1,1.08,42.21,44.71,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00559,E0037800,5.73,458784.849,2577932.366,1,1.08,44.31,46.81,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 47 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00560,E0037857,16.25,455215.254,2577173.343,2,2.16,39.13,36.48,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 36 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00561,E0037984,58.59,455071.763,2569605.138,1,0.742,43.3,45.8,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00562,E0038020,52.06,439739.053,2571983.676,1,1.08,45.0,47.5,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 47 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00563,E0038042,6.44,459215.375,2578065.939,1,1.08,40.5,43.0,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 43 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00564,E0038064,32.39,456067.936,2575996.456,1,1.08,14.41,16.91,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 17 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00565,E0038146,13.25,455302.826,2577335.328,1,1.08,40.86,43.36,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 43 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00566,E0038288,35.29,439305.962,2572172.474,1,1.08,39.33,41.83,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 42 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00567,E0038291,40.66,439196.956,2572246.147,1,1.08,43.4,45.9,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00568,E0038436,41.97,440167.466,2571575.396,1,1.08,42.53,45.03,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00569,E0038453,27.72,439350.789,2572414.303,1,1.08,42.12,44.62,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00570,E0038455,30.39,439469.858,2572186.2,1,1.08,43.78,46.28,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00571,E0038455,50.39,439455.047,2572199.635,1,1.08,43.38,45.88,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00572,E0038455,70.39,439440.236,2572213.071,1,1.08,42.98,45.48,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00573,E0038567,31.67,462136.604,2571079.575,1,1.08,42.17,44.67,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00574,E0038643,29.66,439179.904,2572532.93,1,1.08,41.71,44.21,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 44 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00575,E0038643,49.66,439166.555,2572518.037,1,1.08,41.66,44.16,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 44 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
